week_num,device_id
w3,99acf0df83dc2831
w4,49740201a5f203eb
w5,8cf94ff315895955
w6,58453f722733b72e
w7,7ec2e98a1613db6c
w8,20e2a9da9c0146ee
w9,fbeb97ecc066639
w10,42aabbe8fa2b258a
w11,aab4d11de32d9d12
w12,172800fc55784aa1
w13,76d225a67e694332
w14,b5fdf1f0530523ea
w15,a503eb4e7b511e99
w16,bebe2a8f507fb1e9
w17,4f487d6b2d89897c
w18,a182cd7ae74a14c1
w19,48cefe19c20019bb
w20,fcd763ec7b2e2409
w21,2423b751d9f22a57
w22,af57a123cb54afa7
w23,38793fb4a3482023
w24,b703124dae016163
w25,c91bb38c2e65ad54
w26,d5195aeb860dda56
w27,2fb9bb1817b93828
w28,14bf49e289d3d121
w29,1cae7068aa33ac32
w30,b106859b794772ff
w31,823001ae3d13c6cc
w32,76671d6e7689b3e0
w33,4db4eabd6f57cfbc
w34,41fb716a81d7d1a
w35,365c4a7bdfaa7f50
w36,eed313343504be16
w37,4d9185eaeb5e44e2
w38,7ed5cae450e16f71
w39,634aa55c339f183c
w40,fc5a01dc73629d10
w41,5066a14c9c8746e3
w42,a01148c9b12f3c15
w43,9655fb6d4e34480f
w44,99c2e1292f1822b9
w45,949f982307a7bb9b
w46,a653a0b2c37235ea
w47,a511a97e74f9677
w48,a88369720be3c554
w49,a9546553268bcf50
w50,a80bcb52740a9ccd
w51,a7292f3d0d80985b
w52,a5d5d8560d64b95a
w53,a7914920e3ef2b55
w54,a95f016d03945e5c
w55,a6e99e4acd1701d6
w56,a3c2066710a6d65
w1,10156b703e26c334
w2,25167a08527132ac
w3,4820782b3cb8f570
w4,ae16cc7b72fcee52
w5,ecaa9c1913ef2f65
w6,e02ecf94fd8ee5c8
w7,1aba368c76311ef3
w8,49b64be1edab128c
w9,6dff050c07b69b4e
w10,b6be357ac8671a1f
w11,8d7ed9e94dac139f
w12,a2ba72f90ea31b99
w13,e6cc78ef76dd1f0a
w14,1c8cb91cbda6cf9f
w15,b0db52292d16626a
w16,1c8cb91cbda6cf9f
w17,41a3bc727dac2272
w18,a88309c490a2d732
w19,7bed489d4ca81c07
w20,cdbf2ddee17c1afc
w21,efc5862362a5aa94
w22,c8a9bce7926c6086
w23,26f314328e53182b
w24,3e6f9f892296d774
w25,7f385ce86305818a
w26,fa6a5188a713fae0
w27,d28fda76936b9cfe
w28,8c6a7ce328cfcd88
w29,caf0ac5347ed55f4
w30,49c5ac1df77d8c3
w31,47a816314c1eeb35
w32,15c458644f81a2f4
w33,6093ec3bdc486c48
w34,9412c5ec8845f41
w35,71dad7a680ffc17d
w36,14b30f89ca17f17d
w37,a3ad2e0599d63169
w38,12e3daa5b03dd1e9
w39,c1da6610bb08d0d2
w40,80a709ce5947aec5
w41,7776c26b910b20c4
w42,9829b684d75de573
w43,8bfadfe7cf61ddb
w44,8fd6a203e968c885
w45,8a09d87ba764ace
w46,9f3fd3907cc894bc
w47,9d8b69e45996efdb
w48,a1c927674d1c3e37
w49,a2565f9bd8a7a243
w50,a05f290a51f117b
w51,9eef01de4af7d619
w52,9d6d4be4eab27e4b
w53,a01148c9b12f3c15
w54,a29b81926b57d967
w55,9f5835c16ef759bb
w56,9af6497cd753b9b9
w1,103f96126c333035
w2,7fbf03c17ea12589
w3,d8aaa5b13424da35
w4,bd26c51dd185a3cb
w5,6028ea4b2b053007
w6,b5c3d0e920ed6175
w7,fa45dfe1357d3db9
w8,b9928cbdfb35c1
w9,d6a7f937733dea7
w10,b7a452cfbee2d008
w11,f56b990678d1e49f
w12,b93a7c6823d193db
w13,7273f3b7a26ca8a6
w14,87ce0c775b23f5db
w15,b93a7c6823d193db
w16,f0cf323ce4a1c298
w17,901305c9d8933da7
w18,87ce0c775b23f5db
w19,bd69b501ae69856
w20,fc3248317d8ea231
w21,982de853b2358f23
w22,5112050b6a46e9ca
w23,bddb09acace151c9
w24,6564cb6edb6fcdee
w25,d718c37016879c2b
w26,f5b4b4979da0265c
w27,579a9ed938968e07
w28,db84a7fa4d4ec2d2
w29,1a8632edab54bfe9
w30,45a7b2647ffdc9aa
w31,fb48d7ac0df63b2f
w32,8e4bc1ea10c66a4c
w33,99ebcafe73e1202b
w34,d3bf3e4a95bd5806
w35,1cd4bbcebc81367d
w36,81384b2a467f9b3
w37,5f703d634169730b
w38,e2e7a18e95c83c10
w39,19d2aba8a4c849d8
w40,13dbcae9837ab82c
w41,6878a27df2012560
w42,d2e9d6f8c829a678
w43,ce05ddfa3a2f18e1
w44,d0ca8b44cd895bb1
w45,cfa5c2dd8391312a
w46,d707f26f5e689266
w47,d6ced5ac1e36fa7f
w48,d7d7f04cd08fb30a
w49,d8b45fea77674125
w50,d8b5f93003dc0e5a
w51,d7f6ec45f8815d98
w52,d6ec98374c4a453
w53,d7415d7979ce86d9
w54,d84e5dc003ef9155
w55,d851694a086bfc17
w56,d63515fbe6484033
w1,106c6be4f2d66745
w2,8d4f9aa1fbe231b8
w3,d6a9ba4a16d3c812
w4,fe2916723f2355c3
w5,b599609715063665
w6,c9ddcb159ffc4985
w7,7434ed43edb6be5c
w8,9183426e04aea9f0
w9,e5c3cd355e7a0176
w10,3b19d969cc3ca919
w11,9b940f29be1cdb91
w12,8521ab8a505b8fbc
w13,96add54e251d5ce5
w14,e38f406bfdf052ed
w15,47496b48d24f71da
w16,7eceaa0f88cae5ec
w17,7eceaa0f88cae5ec
w18,f75935f10e8b7d16
w19,7124f2f445f30963
w20,e943c3b4b77960a2
w21,5a538fdb50c8d9dd
w22,b3922ffbd4a3a1b3
w23,189aa0fae3fb83a8
w24,85a167479c430c0f
w25,70e96a20db8bdb67
w26,ca3da442873140ad
w27,f5c9f1c6bce5d582
w28,8670d27f7e619ade
w29,3b53af059a043c8c
w30,a6137d1412146164
w31,1f9854b1e57ea39
w32,e4dbdec9dd43c5a3
w33,d02d7a359b579329
w34,cd576367be0a246c
w35,d66e28d995bbd482
w36,9b9e8a7ddadc9111
w37,4dee184e4258b561
w38,c0322eb2071b8340
w39,b82040172d7d1101
w40,d6badc6664f32e64
w41,3174a973266701dd
w42,ad85b295346ae90a
w43,a5e4106085e85ee7
w44,a8dc3d355421db85
w45,a5c3dc05f8e04bd2
w46,b2e9ee3c3d79f70e
w47,b2962ddb4a42d97d
w48,b6639255a595a200
w49,b5e2a5bc81669fe6
w50,b4c653c602f05b15
w51,b3fdd628d2b879f6
w52,b32706fe5cd9473e
w53,b41ede7c99291e4f
w54,b6639255a595a200
w55,b3769ca6d578b788
w56,b04b5130c0bbb517
w1,106df1a4d766ff01
w2,dd61686f18435337
w3,26e5601fe53ba067
w4,85be0fa305e2d7b8
w5,4de189fd598f3cd3
w6,eff8ecf5cb54ffe7
w7,9e19ae9f7eb6380b
w8,7d8546030adc8a30
w9,1cbe57174252c94b
w10,ae017cffb3b54387
w11,cf26e3f19f120f95
w12,54c6304f2b48aee5
w13,787bc4902a044077
w14,c87d83635d13ca7f
w15,6ee9b1d62a865311
w16,e954f2aae8e175c1
w17,a813e7af473cd4ec
w18,5ec1e84067402f58
w19,3635248e9f5eaa2e
w20,cccc4774d3045603
w21,80f6174547785b7a
w22,46427c145477ce34
w23,342cf63c65f8f4e8
w24,b5f5596b4f6fb039
w25,db7ed3b8feaf5bfc
w26,68aa77f141cba1c2
w27,84106fc527f8ac85
w28,d7e40ee0feabf22c
w29,fec1471ccc565927
w30,469922b6180758d9
w31,be38c58c1de8c794
w32,9947bd97fd590f86
w33,1dd7d3cae7566430
w34,1d5698fff328942f
w35,e2858864b6036fc8
w36,8db394b746321c94
w37,b1657d138fa58ac3
w38,4ef34bf26dd1ea0d
w39,9e923f7be30618d8
w40,7f7495710d02bd90
w41,7e13d35d1f77a817
w42,c0447178b57f8137
w43,b97f05390f6b7006
w44,bc5e9e8a52c4cc88
w45,ba41adb7a1568fc5
w46,c54675f3546e1247
w47,c54675f3546e1247
w48,c80341ac61f752d2
w49,c892c6385a9a137e
w50,c80341ac61f752d2
w51,c74cc43eb5e197f2
w52,c5edd2048f8b8920
w53,c6a5162a900e9b04
w54,c82bbf7250cb74ef
w55,c69505ca4bb92b53
w56,c320abd432700dc7
w1,10d8df53376e78f5
w2,c8a20b73b1c2fd4e
w3,6f917851a9e38a36
w4,5095f7602b4c1dfa
w5,3cd538da32ce9d89
w6,afa79c434de0566b
w7,b3f4cd34058a9dc
w8,2585c51d8a7f5802
w9,ff32ce934c41f0db
w10,ae0cf6be5ccff0ea
w11,46124062bcfedb82
w12,99949224207eca17
w13,c4a31a04d35368dc
w14,59fc414e03862a16
w15,4115f2a19c74dd0e
w16,464cb91b6ea89235
w17,8bcd78f45f97efc3
w18,5c4ffbc788915b98
w19,3952da58ef9cf11b
w20,99df5a1a544720c
w21,b6a8501b9252878b
w22,3cc7464d25267af4
w23,e1e739b7351983e3
w24,1121280be8dbbf7d
w25,1fa0ba922424d8c2
w26,23058071e98927d3
w27,a1bcb7d5a7ee0225
w28,68aa77f141cba1c2
w29,156eca46baa5e3df
w30,6aad6855db8e50cd
w31,af82621bdd0f0b82
w32,eed313343504be16
w33,a21213adcb5db9c3
w34,b0e7369df2f74e37
w35,a21605ab63672f79
w36,88839aa7208b26ec
w37,74b9b72c52c26dca
w38,a1a45d04e09b4c07
w39,7bbcab132dda3df6
w40,3783a9a8e917c580
w41,e4239f5ffae01a6d
w42,c0cd1f2147150d84
w43,ba1e08cfd0a4a0d
w44,bcb7cf7ac4985b51
w45,bb2c8b755cb05c38
w46,c5c53ec83b2d8684
w47,c5dc27e5553f1b9d
w48,c87e687a06d2cc5b
w49,c8f27b1936061316
w50,c88e6721ff8c795f
w51,c821748643bb73d0
w52,c64210622527061
w53,c72cf03c9e28dfb
w54,c8adb0188c8fbc23
w55,c72705e834ed5272
w56,c39da5ae38d648b
w1,10ffbb362b7946f3
w2,666ee618f0c75a54
w3,5c74ace01cdeaa1e
w4,ef87931d0beaec2f
w5,36bae04ace8ca9cc
w6,4e9bc668c132defe
w7,44364ff67e7b4e3
w8,566e92a309964327
w9,26b4e4b6f8c25785
w10,43ec8ea006916102
w11,1ee0d47e94b26a49
w12,1a587e32233e161c
w13,cb89c01f7b28ea2b
w14,dfcfe73fd45a09d4
w15,1eab60d48aa5208b
w16,8de60f6655f07650
w17,8e486ef2f2ce1420
w18,f8990188757433ff
w19,fdad408aa6affb64
w20,5762e4daf55668bd
w21,44fd62ae25d110be
w22,748b4c9e768b20c6
w23,182a2e9d8a6d785f
w24,4e996f5156b3d476
w25,e7825699263efd07
w26,fa9156106e7e10be
w27,6321b7be5f3c2c28
w28,a6fd82affa490c48
w29,5274c39e53e7a1fc
w30,3232427955cce0ed
w31,4c10e700734fc321
w32,978266cb46248968
w33,26f314328e53182b
w34,c71b5d6ecbdd0230
w35,5ee0f7c40185ae34
w36,517b6f9c04e6758d
w37,2c89311e1221a488
w38,8db7f37baaf37fb1
w39,8b1aa9b1ce067657
w40,a74aaf1dd1905b12
w41,4a5128d2fdad7a4b
w42,b32706fe5cd9473e
w43,ac4f6021e8f55b43
w44,af35061b2130ad44
w45,ac8338b79c11465e
w46,b94b44e96f168cdc
w47,b8beb098851f7bf5
w48,bbf0918331b4911a
w49,bb8142d2e0f3581f
w50,bb1e4d0008cbabf
w51,bad8d70733e94453
w52,b9f490dc66aa367f
w53,ba337457c1cd2371
w54,bbfd6d0fcc54eb7a
w55,b9c550d698d16b81
w56,b6adc89eb5083c7
w1,1121280be8dbbf7d
w2,3831e8fb52abb71c
w3,9bd7057da8c1aa18
w4,c50b0ea791dd0f97
w5,606a9e57691853e4
w6,24c7c3b9ffe69f5c
w7,49797611050f2f85
w8,a204abd3000f16a5
w9,ef866d27d3571368
w10,77acab433cd8ba88
w11,1c3d76e55ee9d873
w12,67fcc4dca1459c03
w13,c37d7b1cb01c087f
w14,f464ab0bf81391cf
w15,5530a24adc4371aa
w16,aae9ac97889d747f
w17,88a7e80fcdbd142c
w18,252c633413a2d741
w19,7060bff4baa04359
w20,647d5f738b997ede
w21,e43430cdefef78ea
w22,2973f1d7059d33b9
w23,c37d7b1cb01c087f
w24,3edcd6df2e2aca73
w25,d142b75bf3256cfd
w26,2f2dc8b4a67999d8
w27,b5fdf1f0530523ea
w28,855c0fa6a2bec905
w29,581a995e2b4f7688
w30,d26a65cddbc7eb16
w31,3f70ce5177d8df2f
w32,41fb716a81d7d1a
w33,59eed082247cfc7f
w34,2363436531ec0509
w35,6959724212288ccb
w36,e1c77708a2847863
w37,634aa55c339f183c
w38,7a8542bad0cf0512
w39,cb32ceeaefb3ae00
w40,9ad5ed4e46f7269d
w41,7c2870a055bd4e03
w42,d978fa9c55892f3e
w43,d53deba679a71cdf
w44,d73942ca5e5f0700
w45,d66e28d995bbd482
w46,dcded8670806f251
w47,dc507ec0e4d8d733
w48,dd09beba51187cdb
w49,de5d3b111434cabc
w50,de554724f7fc0f0a
w51,dd643672a9e1858
w52,dc298de4ffde7417
w53,dcf850bd85e20b42
w54,dd41125959cf24d0
w55,dd41125959cf24d0
w56,db83b4e2ca31861e
w1,1128090cda191ac9
w2,381c4231b4012789
w3,6ea03f35e5e663d0
w4,8ce7fde928d68eb3
w5,945c8ee7a0526247
w6,e5c3cd355e7a0176
w7,f31e3d053167dedc
w8,a0f586309109f4db
w9,cf26e3f19f120f95
w10,6fa1966a88ab0377
w11,7331f779e85e965e
w12,fbe54d6687aee306
w13,2b9ce8ede81ad97d
w14,74b31452df0826db
w15,6fa1966a88ab0377
w16,5feeaacdc753731f
w17,4f6d234602c90791
w18,2ce24863b518d41e
w19,5f67b67fe822f750
w20,158dc6edd185f5e
w21,62ecb220afe4b65b
w22,df6abd12cf9e7bb9
w23,f984c61296d43f26
w24,20d92c3092be08e
w25,f9726fd1d257d71b
w26,b449590a576b6869
w27,27e142fe4c922f
w28,cf546d7d0589808a
w29,b02c96ca0d518357
w30,c12d7498019e6596
w31,2b96e0090f029f84
w32,283f698cf3742a5
w33,da886e0f594a60ac
w34,6f5e65b34c475fe8
w35,4195b8b76748fc22
w36,a0b2a2a5aa664e9e
w37,14f4a92c73d2c7ce
w38,741caa9b166ad388
w39,e079ced2942451d0
w40,415016b23cbf6586
w41,6b615a28ded98c1f
w42,bfc6ce9e25fce53f
w43,b8c06196abbfaa74
w44,bbb9938a655f22b2
w45,b9a06fd6ba67ba31
w46,c4d6a34c6d89158c
w47,c48d53406c4f4654
w48,c790d51f9280aad5
w49,c7c038eaa7230952
w50,c72705e834ed5272
w51,c6b781c7babbf96e
w52,c52b6b862b2fd5ee
w53,c6188231ddf16081
w54,c7c341b1f8e4c24
w55,c6188231ddf16081
w56,c2c768f09a8fbe43
w1,114acebe657acebb
w2,7259107be98eb041
w3,f31e3d053167dedc
w4,b5c3d0e920ed6175
w5,2fac5d4b4f19c0f4
w6,6da73af74bd3c780
w7,14c136970a9874e9
w8,c091874f8cc01791
w9,31fe32e7ce5bbdf7
w10,5ad2e648674a469e
w11,868614153fa19b3f
w12,5da46519bed0de47
w13,936063d09fb2bbf1
w14,d1810a501fa98ab2
w15,ea98a2cfb1769abd
w16,b7a452cfbee2d008
w17,672827d714c1c8b9
w18,db3e7a225ff9ca59
w19,fcab58ed18d95b79
w20,1d3dab3201453b0b
w21,477c736dadef19a9
w22,7273f3b7a26ca8a6
w23,ca60f2179a2ae420
w24,ccdbebdb4d6f9cb2
w25,b0028357f811fc20
w26,6a02add3780f14f2
w27,ac641dad76123ef9
w28,18d411e137362cb8
w29,19bb314fe511bd10
w30,f39ceaa946955387
w31,307f1809cc4a1a1
w32,922b70a711b57e58
w33,bd91fae53082f43b
w34,ee0d366c228447b4
w35,37c8eedafd5aa0f0
w36,75b879527c024a9d
w37,3c2e0ceae9f94213
w38,bcf80634d2bcb40b
w39,904637d81c461149
w40,37349e8eec28cf17
w41,74618142a7a445de
w42,d27fe9f568ce3c2a
w43,cd5bc08b1c7ffe0
w44,d001ab47526aa40f
w45,cef4c83061645042
w46,d6c7309c41064d3b
w47,d6421164ab488da4
w48,d7823b7768b46e71
w49,d853f3bcea6ae668
w50,d8538f53269cb2d6
w51,d7ae6ed0b0bc5161
w52,d6aadbb562038aed
w53,d6eda72237171fe9
w54,d7cf2f9319f03eb7
w55,d7e7ab5637f3648e
w56,d5950f89ece047fc
w1,119611c3fcd7d86
w2,52f849d6ccde8fe6
w3,8c33bb85865aeb5f
w4,b9c2fb7c6dd9ec41
w5,6ab75ff53fd253c
w6,1f440afe5d4fdb64
w7,266b8eb0e0ba7b14
w8,f66f6e2e0bdb34da
w9,f1e7357ea95dfb02
w10,b63f7aa53236fcd3
w11,815db201b090d285
w12,4cf670d571c0be25
w13,a813e7af473cd4ec
w14,f5c2752883ba88d3
w15,9f9a7e607cd27078
w16,2f9cd3663a830e0
w17,6e45a51a7e61d75f
w18,cf9b6591ce5d30c5
w19,fafb7d4d18e8ce5c
w20,51228eb8484c8d0a
w21,bb84baee40de16ab
w22,b6a8501b9252878b
w23,7eb0e2ad3986cf2e
w24,66af40ca54fdc191
w25,96a6b2f7cc1db9d0
w26,44e8d094c49b29f5
w27,e6219f15a706963b
w28,ab1cb21496b3dba1
w29,c7ea5b20913cf9ad
w30,ab020cbf268c7492
w31,81eebaadeb45e7e3
w32,aa3d5215f6b38785
w33,32b9b0051cb3a8bd
w34,c44db2c6eb950bcd
w35,8bfadfe7cf61ddb
w36,6e45a51a7e61d75f
w37,15c8c64e3e53424b
w38,ac98f97da9ce3c81
w39,f215fb59cfb48871
w40,6af766ab6ec4a7c8
w41,4257071ea92fb28e
w42,bbe5c201b121b4d4
w43,b4abbad440aae5c6
w44,b7d6b454cb61d469
w45,b6606fdbc2789ae9
w46,c1c010fa26d6b954
w47,c1e9d5ec933bbcc6
w48,c40f378d74f45c
w49,c3f59b16bba02e13
w50,c39da5ae38d648b
w51,c368d28de22cb529
w52,c2195f847a72e2df
w53,c25bf626d05eecb6
w54,c3ce0a39c03ae432
w55,c1bf554d2eb70a51
w56,bf7d18dcbd2d07fd
w1,11c9336d78e2a56f
w2,391679ee1d4f67a
w3,2d2083ed4ac5108f
w4,43ec8ea006916102
w5,3bcf65d6e71ce76e
w6,228497128fcd3ffa
w7,c27ef1b82f8ff7ca
w8,46d97e99575f70c8
w9,3ac8f944dc941dde
w10,9832936607cdab40
w11,f237026905d586a6
w12,f33d4200df27e138
w13,9f158ece7c5e2856
w14,fe482af01be3c7f7
w15,989cfdbb0eff9db8
w16,8732f321c68475ee
w17,ea3749fa7a85a957
w18,f36188b77266dc90
w19,46427c145477ce34
w20,3b98b397ad30c504
w21,cf3e0982f7b478ba
w22,3a8b72e0247c88b
w23,aacacceda7b22dca
w24,dad637ce2bbb4a14
w25,3d08368c21227253
w26,2ad93e248e2bccf
w27,cc888522fd318ac1
w28,2210f97dc1ba57d
w29,85ae462b4daed81c
w30,8186890947d64397
w31,18d411e137362cb8
w32,a21213adcb5db9c3
w33,c0513439c2ef1a3b
w34,5ee0f7c40185ae34
w35,d369984277f2f70f
w36,ecfa26af804905b4
w37,953c7eee146daddc
w38,f4bc9eb5475975f0
w39,26e6dc4c390b4924
w40,88839aa7208b26ec
w41,951d3474d7526944
w42,c523a6676f5d19fc
w43,bfd4722fa4ebb05
w44,c2195f847a72e2df
w45,c10dbfb0f7265276
w46,ca96775fe7a87cc5
w47,ca5d7273e7af1344
w48,cce65e3c9433831a
w49,cd5bc08b1c7ffe0
w50,cce0788631fb06d
w51,cc89d954294eb948
w52,caf559d2a776dd65
w53,cb721b9b4e3a98cb
w54,cd090d2829bf44de
w55,cc4dc1ac73dfe348
w56,c87e687a06d2cc5b
w1,11d6eccb13322bd6
w2,b37a3731a2a6cd0f
w3,bc07b23693533203
w4,5c49ae9ab86f3139
w5,afd240883847c614
w6,a55c5fc276e1f711
w7,c30255331825b95f
w8,a07005664cf5eb3
w9,dba31e6c8849f0ff
w10,d3bf3e4a95bd5806
w11,ad806fc4f926e2f0
w12,533cc4e19d18a214
w13,9a0bbe69e9d1f1ec
w14,7d27f0d1789db831
w15,eedd9534922a9a7f
w16,e729883d63f8c34e
w17,6a0ec492ef8de518
w18,7d27f0d1789db831
w19,4e5970f30988ba02
w20,2b1ca59e84d6138c
w21,caf0ac5347ed55f4
w22,1bbeea09e8a62d6d
w23,d3088f2fad1fdaf
w24,6a0ec492ef8de518
w25,6d73a74bed9750ba
w26,eadf0eb485086a7d
w27,419f842427a96a7c
w28,b4207381235d96b0
w29,5b17aee3e870e3e7
w30,1243d5af05ab667f
w31,4aeba5f6abd6af4b
w32,f4bc9eb5475975f0
w33,beb2d0ca449bffe6
w34,3f277802bfc2d6b4
w35,bc2c5894b01d815d
w36,dc11ad22f1929e4e
w37,5044c18cb27781a0
w38,1972653570cd129e
w39,d391c8c9c3d3f880
w40,c71121f756826bb
w41,c3ce0a39c03ae432
w42,e79e2632c5297738
w43,e44457b54ab821e
w44,e6918c965343a97d
w45,e4a834194e452bd6
w46,e9590865cf6ffe2b
w47,e9b93582cb2b04d2
w48,ea7bb7906cd540e
w49,eb3fed32cc0171e6
w50,eaa3659dcedbd184
w51,eaa3659dcedbd184
w52,e87206194bb3141b
w53,e92cc24ac3c9abf3
w54,e9966b31fe48ec95
w55,ea2d42b60ee46c90
w56,e8fa9d3423626642
w1,1211909321cc5dcc
w2,f052d0ad19f3de6e
w3,206f70e500eafd5a
w4,3340fdc757fc1134
w5,7df4c2e09f25966f
w6,8051230c679352fa
w7,3b84a07e7953b486
w8,236822a926e7ab2a
w9,c7db7ff4b764f471
w10,694a168617bd7816
w11,52f849d6ccde8fe6
w12,621a5cf0937cd197
w13,403c35e3faa4ef3a
w14,42aabbe8fa2b258a
w15,4e9bc668c132defe
w16,e136b4e6a1434207
w17,a68d1dfc26cd1fec
w18,b44241b9c8112a15
w19,a68d1dfc26cd1fec
w20,c74b0432999ee94e
w21,c5428b581a567ec
w22,91b804d0da2d0d22
w23,51c16699d77d417
w24,ef4327fddc82e68e
w25,389c31a29548e055
w26,d50dda369f37731f
w27,b2fdc9943c18910a
w28,1b6435c666f0288f
w29,4de189fd598f3cd3
w30,97791831e2f96ac0
w31,3019fe36baf1dc82
w32,494d7a9f41525b97
w33,66f691dc6a17be42
w34,a66e43bfb6e18ba5
w35,63c34e47bd4e31f6
w36,d19b1a4c1e5b35b6
w37,f546c50dc6567283
w38,64c75c210b7f0a92
w39,23e13d644b5ab18
w40,634aa55c339f183c
w41,27db027a9c1a3ecf
w42,987cde3f385f277f
w43,8ca9210b63a6cfa8
w44,90641cde58cf6976
w45,8b383e1ecd0cf53c
w46,9fd5b5cd48641b07
w47,9e47ab04ea0f8ef4
w48,a22235d4447e3f3
w49,a2f8a9b2ef86c252
w50,a0c8fbedae544614
w51,9fd5b5cd48641b07
w52,9e6e52325e76cc17
w53,a0b2a2a5aa664e9e
w54,a2e664ee0c76a259
w55,a04c469e6d66f019
w56,9bb9c521716c94cc
w1,122091b901ca0afc
w2,d3f702621d8a1161
w3,6d1e2198bd03b1d4
w4,37092e2f056c6293
w5,5bc22f6a89a3d0ba
w6,483889476c46b797
w7,2b7733d129a4ebad
w8,3c729946be7342dd
w9,117d5a9261f22056
w10,aab4d11de32d9d12
w11,e71283dd42ce5e9f
w12,d6e308819aa0cf90
w13,d7af47377b81d109
w14,fcbc9b889dbd1d82
w15,a7b777ab73b30158
w16,16c4405b84fe0af4
w17,5ca9f9a756216d7c
w18,17653e57426d6382
w19,590b506503e6ccfe
w20,863ea208031a60c9
w21,88b3811c8158314e
w22,b70d39b5e344d8bb
w23,8d116eebee802345
w24,1e9a3f05e8b33ac2
w25,ae7c8db7bf0aebc5
w26,2e2048356263e285
w27,db7ed3b8feaf5bfc
w28,4c01544d39026969
w29,6c66c38908988c4
w30,b38f9ee08109fc45
w31,5626b1a9e1001da
w32,1d10ba1c8bd5937d
w33,4397b2f9375d4476
w34,dd17a4b217ec35d0
w35,8bc4299543bf9350
w36,a66e43bfb6e18ba5
w37,904637d81c461149
w38,70de588166fe9f7e
w39,d05f4225bc80d0fa
w40,3ca46366fb93d9c2
w41,6f755def076b41e6
w42,9b295b5cf02c60d0
w43,90797f8f0c717a1c
w44,947274023cc3af38
w45,8eb53b55b7e85af4
w46,a2355b5718a381e0
w47,a0c8fbedae544614
w48,a4b371fbd0c33ec9
w49,a5c3dc05f8e04bd2
w50,a3a1be195a54132
w51,a2dc784b7df8cf7e
w52,a14d3a677be06b77
